id|en|fixed_uk
850| the leader of a party local party organisation shall act as a representative of the respective party local party organisation ex officio|керівник партії місцевої організації партії діє як представник відповідної партії місцевої організації партії без додаткового уповноваження
1129| 1 exert control over compliance with the legislation regarding the elections of the president of ukraine|1 здійснює контроль за додержанням законодавства про вибори президента україни
447| article 41 delivery of provisional voter lists and personal invitations to regular election precinct commissions|стаття 41 передача попередніх списків виборців та іменних запрошень виборчим комісіям звичайних виборчих дільниць
1531| 7 to draw up an act on detected violations of this code which shall be signed by himher and not less than two voters who certify the fact of this violation indicating their last names given names and patronymics and their places of residence and residence addresses and to submit it to the respective election commission or to a court|7 скласти акт про виявлення порушень цього кодексу що підписується ним та не менш як двома виборцями які засвідчують факт цього порушення із зазначенням їхніх прізвищ імен по батькові місця проживання та адреси житла та подати його до відповідної виборчої комісії чи до суду
918| 3 whether the demands set out in the complaint are supported by the evidence provided|3 чи підтверджуються викладені у скарзі вимоги наданими доказами
2243| 2 the amount of funding for the preparation and conduct of the elections of mps as proposed by the central election commission shall be established by a separate line in the law on the state budget of ukraine for the respective year expenditures relating to the preparation and conduct of the special elections of mps may be covered from the reserve budget fund in accordance with the procedure approved by the cabinet of ministers of ukraine|2 обсяг бюджетних коштів для підготовки і проведення виборів депутатів за поданням центральної виборчої комісії передбачається окремим рядком у законі про державний бюджет україни на відповідний рік витрати на підготовку і проведення позачергових виборів депутатів можуть здійснюватися з резервного фонду бюджету в порядку визначеному кабінетом міністрів україни
4421| 1 if a voter included in the voter list at an election precinct is unable to move unassisted because of health issues due to a disability a temporary health disorder or age the precinct election commission shall provide himher with the opportunity to vote at the voters place of stay|1 виборцю який внесений до списку виборців на виборчій дільниці але внаслідок порушення здоровя у звязку з інвалідністю тимчасовим розладом здоровя віком не здатний пересуватися самостійно дільнична виборча комісія надає можливість голосувати за місцем перебування цього виборця
3263| 7 counting of votes establishing voting results and results of local elections|7 підрахунок голосів виборців установлення підсумків голосування і результатів місцевих виборів
4970| 3 the official announcement by the territorial election commission of the results of the election of a village town or city mayor shall be grounds for dismissal termination of activity incompatible with the position of a member of the verkhovna rada of the autonomous republic of crimea village town city mayor and  or decisionmaking about termination of action of other representative mandate of the person elected a member village town city mayor |3 офіційне оприлюднення територіальною виборчою комісією результатів виборів сільського селищного міського голови є підставою для звільнення з роботи посади припинення діяльності несумісної з посадою депутата верховної ради автономної республіки крим сільського селищного міського голови таабо прийняття рішення про припинення дії іншого представницького мандата особи обраної депутатом сільським селищним міським головою
1855| 10 the number of voting ballots that have been declared invalid|10 кількість виборчих бюлетенів визнаних недійсними
2579| 2 get acquainted with the content of the minutes of the central election commission meetings and its decisions to receive copies of these decisions|2 ознайомлюватися із змістом протоколів засідань центральної виборчої комісії та її рішеннями отримувати копії цих рішень
570| 1 businesses establishments institutions and organisations conducting public opinion surveys shall have the right to make public the results of an electionrelated survey provided that they indicate the time when the survey was conducted the area covered by the survey the size and mode of selection of the survey sample the surveying method used the exact wording of the questions the margin of error and the party who commissioned the survey|1 підприємства заклади установи та організації що проводять опитування громадської думки мають право оприлюднювати результати такого опитування повязаного з виборами з обовязковим зазначенням часу його проведення території яку охоплювало опитування розміру та способу формування соціологічної вибірки опитаних методу опитування точного формулювання питань можливої статистичної похибки замовників опитування
4846| 2 year of birth|2 рік народження
1263| 1 the election fund of a candidate for the president of ukraine shall have an accumulation account to which funds intended for financing the election campaign of the candidate for the president of ukraine are transferred as well as current accounts from which the election campaign expenses are covered funds shall be transferred to the current accounts exclusively from the accumulation account of the election fund of the candidate|1 виборчий фонд кандидата на пост президента україни має один накопичувальний рахунок на який надходять кошти для фінансування виборчої кампанії кандидата на пост президента україни а також поточні рахунки з яких здійснюється фінансування витрат на виборчу кампанію на поточні рахунки кошти надходять виключно з накопичувального рахунку виборчого фонду кандидата на пост президента україни
4727| 7 the number of voters who received voting ballots at their places of stay|7 кількість виборців які отримали виборчі бюлетені за місцем перебування
74| 3 a card statement issued by a penitentiary facility which shall contain last name patronymic given name day month year of birth citizenship photograph of the person in question governors signature and official seal for persons held at penitentiary facilities or pretrial detention facilities|3 картка довідка установи виконання покарань або слідчого ізолятора що повинна містити прізвище імя по батькові число місяць рік народження громадянство фотографію особи підпис керівника та печатку установи для осіб які перебувають в установах виконання покарань або слідчого ізолятора
509| 17 no changes to the corrected voter list may be made on the voting day|17 у день голосування зміни до уточненого списку виборців не вносяться
4040| paragraph 1 part 1 article 231 as revised by law no 805ix of 16 july 2020|абзац перший частини першої статті 231 в редакції закону  805ix від 16072020
558| mass media shall cover in a balanced manner the comments of candidates and parties local party organisations participating in the election process which deal with electionrelated events|засоби масової інформації мають збалансовано висвітлювати коментарі кандидатів партій організацій партій  субєктів виборчого процесу щодо подій повязаних із виборами
2185| 3 the powers of a member of a district or precinct election commission shall be terminated simultaneously with the termination of the powers of the respective election commission|3 повноваження члена окружної дільничної виборчої комісії припиняються одночасно з припиненням повноважень відповідної виборчої комісії
1587| 1 the constituency election commission shall receive voting ballots in the packaging of the manufacturer from a representative of the central election commission its regional or territorial representative office authorised by the decision of the central election commission to deliver voting ballots at its meeting the constituency election commission shall draw up a statement on the receipt of the voting ballots according to the form provided by the central election commission the statement shall be drawn up in triplicate and signed by all members of the constituency election commission and the representative of the central election commission its regional or territorial representative office delivering the voting ballots and may be signed by the candidates for the president of ukraine their proxies and official observers present at the meeting of the commission as well the first copy of the statement shall be delivered to the central election commission the second copy shall be kept at the constituency election commission and the third copy shall be without delay posted at the premises of the constituency election commission for public review|1 окружна виборча комісія приймає виборчі бюлетені в упаковці підприємствавиготовлювача від представника центральної виборчої комісії регіонального або територіального представництва центральної виборчої комісії уповноваженого рішенням центральної виборчої комісії здійснити таку передачу бюлетенів на своєму засіданні про прийняття виборчих бюлетенів окружна виборча комісія складає протокол за формою встановленою центральною виборчою комісією протокол складається в трьох примірниках і підписується всіма членами окружної виборчої комісії та представником центральної виборчої комісії регіонального або територіального представництва центральної виборчої комісії які здійснюють передачу виборчих бюлетенів а також може підписуватися кандидатами на пост президента україни їх довіреними особами офіційними спостерігачами присутніми на засіданні комісії перший примірник протоколу передається до центральної виборчої комісії другий  зберігається в окружній виборчій комісії третій  невідкладно вивішується у приміщенні окружної виборчої комісії для загального ознайомлення
201| 3 citizens shall be made aware of decisions of government authorities authorities of the autonomous republic of crimea and local authorities with regard to elections by such authorities in the manner prescribed by law|3 рішення органів державної влади органів влади автономної республіки крим та органів місцевого самоврядування що стосуються виборів доводяться ними до відома громадян в порядку встановленому законодавством
2692| the contract between the central election commission and the respective enterprise shall be concluded using a negotiated procurement procedure based on the production technological and organisational capabilities of the enterprise to ensure timely printing and sufficient security features of voting ballots|договір між центральною виборчою комісією та відповідним підприємством укладається із застосуванням переговорної процедури закупівлі виходячи із виробничих технологічних та організаційних можливостей підприємства забезпечити своєчасний друк та ступені захисту виборчих бюлетенів
1974| 3 for the preparation organisation and conduct of elections of mps the territorial constituencys existing on a permanent basis formed by the central election commission in accordance with this code are used|3 для підготовки організації і проведення виборів депутатів використовуються територіальні округи що існують на постійній основі утворені центральною виборчою комісією відповідно до цього кодексу
1094| part 11 of article 85 as amended by law no 805ix of 16 july 2020|частина одинадцята статті 85 із змінами внесеними згідно із законом  805ix від 16072020
4486| 8 if there were amendments made to the voter list of the election precinct that list should be closed upon completion of voting by striking unfilled voter list columns for entering last names of voters so as to prevent the inclusion of additional voters in the list certified by signatures of the chairperson and the secretary of the precinct station election commission and by the commissions seal|8 список виборців на виборчій дільниці після закінчення голосування у разі внесення до нього доповнень закривається шляхом закреслення незаповнених граф списку виборців для внесення прізвищ виборців таким чином щоб унеможливити внесення до списку додаткових виборців підписується головою та секретарем дільничної виборчої комісії і скріплюється печаткою комісії
518| 5 a voter shall have the right to personally submit not later than five days prior to the voting day kyiv time to the respective precinct election commission a request to correct inaccuracies in the provisional voter list for a foreign election precinct to which request the required documents copies of documents shall be attached and the request shall be considered by the election commission within one day  any requests made after the expiry of the aforementioned period shall not be considered|5 виборець особисто може подати заяву про виправлення неправильностей у попередньому списку виборців на закордонній виборчій дільниці до якої додаються необхідні документи копії документів до відповідної дільничної виборчої комісії не менш як за пять днів до дня голосування за київським часом що розглядається виборчою комісією протягом одного дня заява подана після зазначеного строку залишається без розгляду
67| 8 any direct or indirect privileges or restrictions of the electoral rights of ukrainian citizens based on their race colour of skin political religious and other beliefs gender ethnic and social origin property status place of residence disability and state of health language or some other grounds shall be prohibited it shall not be allowed to impose restrictions on participation of ukrainian citizens in the election process except for restrictions provided by the constitution of ukraine and this code|8 будьякі прямі чи непрямі привілеї або обмеження виборчих прав громадян україни за ознаками раси кольору шкіри політичних релігійних та інших переконань статі етнічного та соціального походження майнового стану місця проживання інвалідності та стану здоровя за мовними або іншими ознаками забороняються не допускаються обмеження щодо участі громадян україни у виборчому процесі крім обмежень передбачених конституцією україни та цим кодексом
3417| no draw shall be performed concerning candidatures submitted by nominators specified in clause 1 of this part candidates nominated by such nominators shall be appointed members of each precinct election commission no more than two persons to each territorial election commission provided that respective nominations were submitted and comply with the requirements provided for in this code|щодо кандидатур поданих субєктами подання зазначеними у пункті 1 цієї частини жеребкування не проводиться кандидатури від таких субєктів подання включаються до складу кожної дільничної виборчої комісії не більше двох осіб до складу кожної дільничної виборчої комісії за умови наявності відповідних подань та їх відповідності встановленим цим кодексом вимогам
1324| paragraph 3 part 6 article 97 as revised by law no 805ix of 16 july 2020|абзац третій частини шостої статті 97 в редакції закону  805ix від 16072020
4182| 2 a candidate for mp may not be dismissed from hisher position during the election process on the initiative of the owner of enterprise institution organisation or a body authorised by the owner or a commander of a military unit formation|2 кандидат у депутати під час виборчого процесу не може бути звільнений з роботи з ініціативи власника підприємства установи організації або уповноваженого ним органу командира військової частини формування
462| 5 a request specified in part 3 of this article may be made not later than five days before the voting day and shall be considered by the election commission within one day of its receipt any requests made after the expiry of the aforementioned period shall not be considered|5 заява зазначена у частині третій цієї статті може бути подана не пізніш як за пять днів до дня голосування і розглядається виборчою комісією протягом одного дня заява подана після зазначеного строку залишається без розгляду
2522| article 163 information booklets of parties that are subjects of election process|стаття 163 інформаційні буклети партій  субєктів виборчого процесу
2542| paragraph 6 part 1 article 164 as revised by law no 805ix of 16 july 2020|абзац шостий частини першої статті 164 в редакції закону  805ix від 16072020
4883| 9 the number of votes cast for each candidate|9 кількість голосів виборців поданих за кожного кандидата
457| 3 a voter may examine the provisional voter list on the premises of the precinct election commission and check whether the data entered in the voter list is correct|3 виборець має право ознайомитися з попереднім списком виборців у приміщенні дільничної виборчої комісії та перевірити правильність внесених до нього відомостей
3828| part 6 of article 220 as revised by law no 805ix of 16 july 2020|частина шоста статті 220 в редакції закону  805ix від 16072020
4275| 5 a voting ballot shall contain explanations on the procedure for its completion by the voter|5 виборчий бюлетень містить розяснення щодо порядку його заповнення виборцем під час голосування
1711| 32 voting ballots containing votes cast for each candidate for the president of ukraine shall be packaged separately  the packages shall be marked with the name and initials of the candidate the number of the territorial constituency or indication that it comes from the foreign constituency the number of the election precinct the number of voting ballots contained therein and the date and time of their packaging and it shall be signed by the members of the precinct election commission present and certified with the seal of the commission|32 виборчі бюлетені з голосами виборців поданими за кожного кандидата на пост президента україни запаковуються окремо на пакетах зазначаються відповідно прізвище та ініціали кандидата номер територіального округу або позначення що він є закордонним номер виборчої дільниці кількість запакованих виборчих бюлетенів дата і час пакування ставляться підписи присутніх членів дільничної виборчої комісії та печатка комісії
4095| the following information is given in the joint electoral list contained in the information booklet of the party organisation sequential number of a candidate for councillor in a joint electoral list last name name all given names patronymic if available of the candidate for councillor number of the territorial constituency where the candidate is included in the territorial list except for the first candidate and sequential number of the candidate in the mentioned list the following information is given in the territorial electoral lists of candidates for councillors contained in the information booklet of the party organisation participating in the election process for each candidate assigned to such territorial electoral list candidates sequential number in the territorial electoral list last name given name all given names patronymic if available day month year of birth information on education position occupation place of work party membership place of residence as well as the photos of all candidates included into the respective territorial electoral list are placed|у єдиному виборчому списку що міститься в інформаційному буклеті організації партії зазначаються порядковий номер кандидата у депутати у єдиному виборчому списку прізвище імя усі власні імена та по батькові за наявності кандидата у депутати номер територіального виборчого округу до територіального списку якого включено кандидата крім першого кандидата та порядковий номер кандидата у зазначеному списку у територіальних виборчих списках кандидатів у депутати що містяться в інформаційному буклеті організації партії  субєкта виборчого процесу стосовно кожного кандидата у депутати віднесеного до відповідного територіального виборчого списку зазначаються порядковий номер у територіальному виборчому списку прізвище імя усі власні імена по батькові за наявності кандидата число місяць рік народження відомості про освіту посаду заняття місце роботи партійність місце проживання а також розміщуються фотографії всіх кандидатів включених до відповідного територіального виборчого списку
3301| article 199 territorial organisation of elections of village town city councillors councillors of territorial communities with less than 10000 voters|стаття 199 територіальна організація виборів депутатів сільських селищних міських рад територіальних громад з кількістю виборців до 10 тисяч
1026| 3 precinct election commissions|3 дільничні виборчі комісії
3775| title of article 219 as revised by law no 805ix of 16 july 2020|назва статті 219 в редакції закону  805ix від 16072020
2972| 5 after the announcement of the content of the statement by the chairperson of constituency election commission presiding officer of the commission meeting at the meeting of the constituency election commission a member of the commission defined by its decision shall announce the content of the statement and respective acts if any to a system administrator who shall enter it into the database of the automatised information system to verify by the means of this system that the statement is drawn up correctly|5 невідкладно після оголошення головою окружної виборчої комісії головуючим на засіданні комісії змісту протоколу на засіданні окружної виборчої комісії член комісії уповноважений її рішенням оголошує відомості протоколу та відповідних актів за наявності системному адміністратору який вносить їх до бази даних автоматизованої інформаційноаналітичної системи для перевірки засобами цієї системи правильності заповнення протоколу
1065| part 4 of article 85 as amended by law no 805ix of 16 july 2020|частина четверта статті 85 із змінами внесеними згідно із законом  805ix від 16072020
1034| 4 place of residence and the address as well as contact phone numbers|4 місце проживання та адреса житла особи а також її контактні телефони
1953| 3 special elections of mps shall be held on the last sunday of the sixtyday period following the day of publication of the decree of the president of ukraine on early termination of the term of office of the verkhovna rada of ukraine issued in accordance with the constitution of ukraine|3 позачергові вибори депутатів відбуваються в останню неділю шістдесятиденного строку з дня опублікування указу президента україни про дострокове припинення повноважень верховної ради україни виданого відповідно до конституції україни
1419| 1 special information support of elections shall comprise informing the voters on|1 спеціальне інформаційне забезпечення виборів передбачає інформування виборців про
4801| 6 the territorial election commission shall enter the following information in the statement on the results of elections of councillors in figures for each territorial constituency|6 територіальна виборча комісія заносить до протоколу про результати виборів депутатів цифрами по кожному територіальному округу такі відомості
2431| part 1 of article 156 as revised by law no 805ix of 16 july 2020|частина перша статті 156 в редакції закону  805ix від 16072020
1774| paragraph 1 part 6 article 124 as revised by law no 805ix of 16 july 2020|абзац перший частини шостої статті 124 в редакції закону  805ix від 16072020
630|" article 56
 procedure for using printed mass media"|стаття 56 порядок використання друкованих засобів масової інформації
1231|" article 91
 financial support for the preparation and conduct of the elections of the president of ukraine at the expense of sums from the state budget of ukraine"|стаття 91 фінансове забезпечення підготовки та проведення виборів президента україни за рахунок коштів державного бюджету
2382| 9 each candidate for mp in the nationwide electoral list must also be included in one of the regional electoral lists except for the candidates included under the first nine numbers in the nationwide electoral list a candidate may not be included into the nationwide electoral list of a party more than once as well as into two or more different regional electoral lists|9 кожен кандидат у депутати включений до загальнодержавного виборчого списку також має бути включений до одного з регіональних виборчих списків окрім кандидатів включених під першими девятьма номерами до загальнодержавного виборчого списку кандидат не може бути включений до загальнодержавного виборчого списку партії більше ніж один раз а також до двох чи більше різних регіональних виборчих списків
2212| part 4 of article 146 has been appended with a new paragraph under law no 805ix of 16 july 2020|частину четверту статті 146 доповнено новим абзацом згідно із законом  805ix від 16072020
866| 1 regarding complaints filed with the central election commission the chairperson the deputy chairperson of the central election commission or another member of the central election commission acting on behalf of the chairperson of the central election commission|1 щодо скарг поданих до центральної виборчої комісії  голова заступник голови центральної виборчої комісії або інший член центральної виборчої комісії за дорученням голови центральної виборчої комісії
4133| 4 the territorial election commission shall register the party organisation representative in the election commission with a right of advisory vote and issue the id to himher not later than on the third day following the receipt of the documents provided for in part 3 of this article the form of such id shall be established by the central election commission|4 територіальна виборча комісія не пізніше третього дня після надходження документів передбачених частиною третьою цієї статті реєструє представника організації партії у виборчій комісії з правом дорадчого голосу та видає йому посвідчення форма такого посвідчення встановлюється центральною виборчою комісією
1582| paragraph 5 part 7 article 114 as revised by law no 805ix of 16 july 2020|абзац пятий частини сьомої статті 114 в редакції закону  805ix від 16072020
21| part 2 of article 3 has been appended with paragraph 2 under law no 805ix of 16 july 2020|частину другу статті 3 доповнено абзацом другим згідно із законом  805ix від 16072020
2129| 17 exercise the powers of a respective constituency election commission if it does not receive within the time frame specified by this code the statement from the constituency election commission on the voting results in the territorial constituency as well as in the event of the omissions of a constituency election commission|17 здійснює повноваження відповідної окружної виборчої комісії у разі ненадходження протоколу від окружної виборчої комісії про підсумки голосування у територіальному окрузі у строки визначені цим кодексом а також у разі бездіяльності окружної виборчої комісії
1055| 7 a decision on the establishment of constituency election commissions and its their membership made according to the requirements of this code shall be made public on the central election commissions official website not later than the next day after it was adopted the decision on changes in the membership of a constituency election commission shall be made public in the manner and within the terms provided for in this part but not later than on the last day before the election day|7 рішення про утворення окружних виборчих комісій та про їх склад прийняте відповідно до вимог цього кодексу оприлюднюється на офіційному вебсайті центральної виборчої комісії не пізніше наступного дня після його прийняття рішення про зміни у складі окружної виборчої комісії оприлюднюється у порядку та строки встановлені цією частиною але не пізніше останнього дня перед днем виборів
4136| part 4 of article 236 has been appended with paragraph 2 under law no 805ix of 16 july 2020|частину четверту статті 236 доповнено абзацом другим згідно із законом  805ix від 16072020
213| 1 executive authorities including the central executive authority implementing the state policy in the fields of treasury servicing of budget resource distribution and budget accounting the central executive authority implementing the state policy in the field of state registration of legal entities nongovernmental formations having no legal entity status and individual entrepreneurs as well as courts election commissions authorities maintaining the state voter registry and law enforcement agencies of ukraine the prosecution service the national police of ukraine the security service of ukraine shall organise their work during the election process including at weekends and on the voting day so as to ensure that the premises of elections commissions voting ballots and other electoral documents are guarded election preparation and conduct documents statements of claims complaints and reports of election commissions are properly accepted and considered accounts are timely settled and registration procedures are completed within the time and in the manner established by this code|1 органи виконавчої влади у тому числі центральний орган виконавчої влади що реалізує державну політику у сферах казначейського обслуговування бюджетних коштів бухгалтерського обліку виконання бюджетів центральний орган виконавчої влади що реалізує державну політику у сфері державної реєстрації юридичних осіб громадських формувань що не мають статусу юридичної особи та фізичних осіб  підприємців а також суди виборчі комісії органи ведення державного реєстру виборців правоохоронні органи україни прокуратура національна поліція україни служба безпеки україни організовують свою роботу під час виборчого процесу в тому числі у вихідні дні та в день голосування таким чином щоб забезпечити охорону приміщень виборчих комісій а також охорону виборчих бюлетенів та іншої виборчої документації прийом і розгляд документів щодо підготовки та проведення виборів позовних заяв скарг та звернень виборчих комісій своєчасне проведення розрахунків здійснення відповідних реєстраційних дій у строки та спосіб установлені цим кодексом
3281| 9 120 councillors with over 2000000 voters|9 понад 2 мільйони виборців  120 депутатів
2323| 4 contributions to the election fund may be made by individuals and legal entities exclusively by bank transfer by transferring the respective sum to the account of the election fund|4 внески до виборчого фонду можуть здійснюватися фізичними та юридичними особами виключно у безготівковій формі шляхом перерахування відповідної суми на рахунок виборчого фонду
2389| 14 the forms of nationwide and regional electoral lists of candidates for mps from the party shall be approved by the central election commission and may not be changed during the election process|14 форми загальнодержавного та регіонального виборчих списків кандидатів у депутати від партії затверджуються центральною виборчою комісією і не можуть бути змінені під час виборчого процесу
162| the election process is continuous and cannot be canceled suspended or postponed|виборчий процес є безперервним та не може бути скасованим зупиненим або перенесеним
2086| part 3 of article 142 as amended by law no 805ix of 16 july 2020|частина третя статті 142 із змінами внесеними згідно із законом  805ix від 16072020
1336| a member of the central election commission shall have the right to be present at a party congress meeting conference convened to nominate a candidate for the president of ukraine on behalf of the chairperson of the central election commission|на зїзді зборах конференції партії щодо висування кандидата на пост президента україни за дорученням голови центральної виборчої комісії має право бути присутнім член центральної виборчої комісії
1982| 6 election region no 6 zhytomyr  zhytomyr oblast|6 виборчий регіон  6 житомирський  житомирська область
4290| 1 the ballot for voting in a territorial constituency within the joint multimember constituency for the election of members of the verkhovna rada of the autonomous republic of crimea oblast raion district as well as city village town councillors councillors of a territorial community with at least 10000 voters shall display the names of party organisations in the order of their numbers determined by drawing lots conducted by the respective territorial election commission in the manner prescribed by the central election commission with the participation of representatives of local party organisations in the respective election commission candidates for memberscouncillors authorised persons of local party organisations in the joint multimember constituency after the completion of the registration of candidates for memberscouncillors but before the approval of the text of the voting ballot the sequential number of the local party organisation determined by the results of the draw may not be changed during the respective election process|1 у виборчому бюлетені для голосування в територіальному виборчому окрузі в межах єдиного багатомандатного виборчого округу з виборів депутатів верховної ради автономної республіки крим обласної районної районної у місті а також міської сільської селищної ради територіальної громади з кількістю виборців 10 тисяч і більше назви організацій партій розміщуються у порядку їхніх номерів визначених жеребкуванням яке проводить відповідна територіальна виборча комісія у порядку встановленому центральною виборчою комісією за участю представників організацій партій у відповідній виборчій комісії кандидатів у депутати уповноважених осіб організацій партій в єдиному багатомандатному виборчому окрузі після закінчення реєстрації кандидатів у депутати до затвердження тексту виборчого бюлетеня порядковий номер організації партії визначений за результатами жеребкування не може бути змінений під час відповідного виборчого процесу
